,Accident_Index,Latitude,Longitude,Region,Urban_or_Rural_Area,X1st_Road_Class,Driver_IMD_Decile,Speed_limit,Road_Type,Road_Surface_Conditions,Weather,High_Wind,Lights,Datetime,Year,Season,Month_of_Year,Day_of_Month,Day_of_Week,Hour_of_Day,Number_of_Vehicles,Age_of_Driver,Age_of_Vehicle,Junction_Detail,Junction_Location,X1st_Point_of_Impact,Driver_Journey_Purpose,Engine_CC,Propulsion_Code,Vehicle_Make,Vehicle_Category,Vehicle_Manoeuvre,Accident_Severity,Hour_of_Day_dn,IsMajor,WeekDay_type,isMotorcycle
631,201405CC02022,53.406936,-2.825854,North West England,Urban,Unclassified,2,30,Single carriageway,Dry,Fine,No,Daylight,2014-03-17 10:49:00,2014,4,3,17,1,0.451,1,3,1,Crossroads,Cleared junction or waiting/parked at junction exit,Offside,Other/Not known,1560,Heavy oil,Volvo,Car,Going ahead,Slight,11.0,0,1,0
632,201131B153911,53.304272999999995,-1.121542,East Midlands,Urban,B,3,30,Single carriageway,Wet or damp,Other,No,Daylight,2011-07-08 17:20:00,2011,2,7,8,5,0.722,2,5,5,Crossroads,Mid Junction - on roundabout or on main road,Offside,Other/Not known,2148,Heavy oil,Mercedes,Van,Going ahead,Fatal_Serious,17.0,1,1,0
633,2014300010262,53.245512,-1.425707,East Midlands,Urban,B,3,30,Roundabout,Wet or damp,Raining,No,Darkness - lights,2014-11-06 16:35:00,2014,3,11,6,4,0.691,2,2,9,Roundabout,Entering roundabout,Front,Commuting to/from work,124,Petrol,Suzuki,Motorcycle,Going ahead,Slight,17.0,0,1,1
634,2012552D21543,50.93437,-2.295973,South West England,Rural,Unclassified,5,30,Single carriageway,Dry,Fine,No,Daylight,2012-05-27 18:05:00,2012,1,5,27,7,0.753,1,6,12,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Other/Not known,1596,Petrol,Ford,Car,Going ahead,Slight,18.0,0,0,0
635,2014460246027,51.282588,0.19463,South East England,Urban,A,4,30,Single carriageway,Dry,Fine,No,Daylight,2014-06-24 18:00:00,2014,2,6,24,2,0.75,2,3,1,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,125,Petrol,Honda,Motorcycle,Going ahead,Slight,18.0,0,1,1
636,201042I007901,51.557952,0.599862,East England,Urban,A,8,40,Roundabout,Wet or damp,Other,No,Darkness - lights,2010-01-15 19:25:00,2010,4,1,15,5,0.809,2,5,5,Roundabout,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1798,Petrol,Ford,Car,Waiting to go,Slight,19.0,0,1,0
637,201242I298409,51.840324,1.21851,East England,Rural,B,8,30,Single carriageway,Dry,Fine,No,Daylight,2012-09-20 16:30:00,2012,2,9,20,4,0.688,2,8,16,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1242,Petrol,Ford,Car,Going ahead,Slight,17.0,0,1,0
638,201332N336613,53.182876,-0.627193,East Midlands,Rural,A,1,60,Single carriageway,Wet or damp,Raining,No,Daylight,2013-09-15 14:20:00,2013,2,9,15,7,0.597,2,4,7,T or staggered junction,Approaching junction or waiting/parked at junction approach,Nearside,Other/Not known,1312,Petrol,Honda,Motorcycle,Going ahead,Fatal_Serious,14.0,1,0,1
639,2013160C01351,53.850739000000004,-0.709962,Yorkshire and the Humber,Rural,Unclassified,4,60,Single carriageway,Wet or damp,Fine,No,Daylight,2013-03-14 17:50:00,2013,4,3,14,4,0.743,1,2,12,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,2172,Heavy oil,Vauxhall,Car,Going ahead,Slight,18.0,0,1,0
640,201220J007312,52.508731999999995,-2.086898,Wast Midlands,Urban,Unclassified,2,30,Single carriageway,Wet or damp,Fine,No,Darkness - lights,2012-07-06 22:30:00,2012,2,7,6,5,0.938,1,2,9,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,3246,Petrol,BMW,Car,U-turn,Fatal_Serious,23.0,1,1,0
641,201042I114504,51.719408,0.541353,East England,Rural,A,10,60,Single carriageway,Dry,Fine,No,Daylight,2010-04-17 17:25:00,2010,1,4,17,6,0.726,3,6,9,T or staggered junction,Mid Junction - on roundabout or on main road,Back,Other/Not known,1299,Petrol,Ford,Car,Waiting to go,Slight,17.0,0,0,0
642,2014160C06681,53.705017000000005,-0.8754940000000001,Yorkshire and the Humber,Urban,Unclassified,4,20,Single carriageway,Dry,Fine,No,Daylight,2014-08-29 15:30:00,2014,2,8,29,5,0.646,2,3,5,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1349,Petrol,Mazda,Car,Moving off,Slight,16.0,0,1,0
643,20141313A1369,53.801687,-1.489392,Yorkshire and the Humber,Urban,A,7,40,Dual carriageway,Dry,Fine,No,Daylight,2014-03-10 17:23:00,2014,4,3,10,1,0.724,3,6,4,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,1560,Heavy oil,Citroen,Car,Waiting to go,Slight,17.0,0,1,0
644,201231D095712,52.964709,-1.009954,East Midlands,Rural,Unclassified,10,60,Single carriageway,Dry,Fine,No,Daylight,2012-05-19 08:35:00,2012,1,5,19,6,0.358,2,4,4,Crossroads,Entering main road,Offside,Other/Not known,2231,Heavy oil,Toyota,Car,Turning right,Slight,9.0,0,0,0
645,201350GA2B008,50.382527,-4.879398,South West England,Rural,C,2,30,Single carriageway,Wet or damp,Raining,No,Daylight,2013-08-10 15:55:00,2013,2,8,10,6,0.663,2,2,4,Private drive or entrance,Not at or within 20 metres of junction,Nearside,Other/Not known,599,Petrol,Yamaha,Motorcycle,Going ahead,Slight,16.0,0,0,1
646,2012100044112,55.041107999999994,-1.463718,North East England,Urban,Unclassified,4,30,Single carriageway,Wet or damp,Fine,No,Daylight,2012-01-24 11:20:00,2012,4,1,24,2,0.472,2,3,7,T or staggered junction,Entering main road,Front,Other/Not known,1798,Petrol,Mazda,Car,Turning right,Fatal_Serious,11.0,1,1,0
647,201331A154113,53.060807,-1.340157,East Midlands,Rural,B,4,30,Single carriageway,Dry,Fine,No,Daylight,2013-08-13 11:27:00,2013,2,8,13,2,0.477,2,2,15,Not at junction or within 20 metres,Not at or within 20 metres of junction,Nearside,Other/Not known,1149,Petrol,Renault,Car,Overtaking,Slight,11.0,0,1,0
648,2010100467910,54.965327,-1.370356,North East England,Rural,Unclassified,6,40,Dual carriageway,Dry,Fine,No,Darkness - no lights,2010-08-05 01:35:00,2010,2,8,5,4,0.066,2,2,7,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,3200,Petrol,Other,Car,Going ahead,Slight,2.0,0,1,0
649,2010471000971,50.854256,-0.20760399999999998,South East England,Rural,A,3,70,Slip road,Dry,Fine,No,Daylight,2010-02-11 16:12:00,2010,4,2,11,4,0.675,2,3,3,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Journey as part of work,2198,Heavy oil,Ford,Van,Parked,Slight,16.0,0,1,0
650,201201TA00264,51.522851,-0.047408,London,Urban,B,2,30,Single carriageway,Dry,Fine,No,Darkness - lights,2012-03-01 21:17:00,2012,4,3,1,4,0.887,1,3,10,Not at junction or within 20 metres,Not at or within 20 metres of junction,Nearside,Other/Not known,1783,Petrol,Renault,Car,Going ahead,Fatal_Serious,21.0,1,1,0
651,201050GT3D005,50.256263,-5.175501000000001,South West England,Rural,C,6,30,Single carriageway,Dry,Fine,No,Darkness - no lights,2010-04-20 20:05:00,2010,1,4,20,2,0.837,2,8,19,T or staggered junction,Mid Junction - on roundabout or on main road,Did not impact,Other/Not known,2496,Heavy oil,Ford,Other,Going ahead,Fatal_Serious,20.0,1,1,0
652,2010360057768,52.576502000000005,1.127532,East England,Rural,C,10,30,Single carriageway,Dry,Fine,No,Daylight,2010-07-16 22:06:00,2010,2,7,16,5,0.921,2,4,8,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,2597,Petrol,Mercedes,Car,Going ahead,Slight,22.0,0,1,0
653,2014331401193,52.661848,-1.0242639999999998,East Midlands,Rural,C,7,60,Single carriageway,Dry,Fine,No,Daylight,2014-07-03 19:20:00,2014,2,7,3,4,0.806,2,1,10,T or staggered junction,Entering main road,Offside,Other/Not known,1149,Petrol,Renault,Car,Moving off,Slight,19.0,0,1,0
654,201204EL12099,53.748540000000006,-2.371082,North West England,Urban,Unclassified,2,30,Single carriageway,Wet or damp,Raining,No,Daylight,2012-07-02 13:45:00,2012,2,7,2,1,0.573,2,5,9,Crossroads,Entering main road,Offside,Other/Not known,1769,Petrol,Nissan,Taxi,Going ahead,Slight,14.0,0,1,0
655,201001MM70800,51.449284000000006,-0.085234,London,Urban,C,5,30,Single carriageway,Dry,Fine,No,Daylight,2010-09-11 14:00:00,2010,2,9,11,6,0.583,1,6,2,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1490,Petrol,Suzuki,Car,Going ahead,Slight,14.0,0,0,0
656,2014521405276,51.319685,-2.5110419999999998,South West England,Rural,A,8,30,Single carriageway,Dry,Fine,No,Daylight,2014-05-17 13:05:00,2014,1,5,17,6,0.545,4,1,5,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1798,Petrol,Ford,Car,Overtaking,Slight,13.0,0,0,0
657,2014471402630,50.737648,-0.78438,South East England,Urban,Unclassified,6,30,Single carriageway,Dry,Fine,No,Daylight,2014-05-14 13:45:00,2014,1,5,14,3,0.573,1,2,9,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,1586,Petrol,Suzuki,Car,Reversing,Slight,14.0,0,1,0
658,201401KG70559,51.580890000000004,0.141278,London,Urban,A,6,50,Dual carriageway,Wet or damp,Fine,No,Daylight,2014-11-14 14:00:00,2014,3,11,14,5,0.583,2,6,14,Crossroads,Mid Junction - on roundabout or on main road,Nearside,Other/Not known,1396,Petrol,Rover,Car,Turning right,Slight,14.0,0,1,0
659,201006J040644,53.41206700000001,-2.101064,North West England,Urban,A,7,30,Single carriageway,Wet or damp,Fine,No,Darkness - lights,2010-12-25 18:24:00,2010,4,12,25,6,0.767,1,8,3,Crossroads,Approaching junction or waiting/parked at junction approach,Nearside,Other/Not known,2148,Heavy oil,Mercedes,Car,Going ahead,Slight,18.0,0,0,0
660,201401CW10400,51.530815999999994,-0.167602,London,Urban,Unclassified,10,30,Single carriageway,Dry,Fine,No,Darkness - lights,2014-03-31 21:30:00,2014,1,3,31,1,0.896,2,4,6,T or staggered junction,Approaching junction or waiting/parked at junction approach,Back,Journey as part of work,1968,Heavy oil,Audi,Taxi,Waiting to go,Slight,22.0,0,1,0
661,2014320061718,52.675968000000005,-0.168503,East Midlands,Rural,Unclassified,6,30,Single carriageway,Dry,Fine,No,Daylight,2014-12-10 12:38:00,2014,3,12,10,3,0.526,2,4,4,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1997,Heavy oil,Ford,Car,Going ahead,Slight,13.0,0,1,0
662,201101VK30335,51.394364,-0.253846,London,Urban,A,8,30,Dual carriageway,Dry,Fine,No,Daylight,2011-11-08 15:18:00,2011,3,11,8,2,0.637,2,5,6,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,1995,Heavy oil,Vauxhall,Car,Slowing or stopping,Slight,15.0,0,1,0
663,2012070048995,53.08186800000001,-2.5035220000000002,North West England,Rural,A,1,60,Single carriageway,Dry,Fine,No,Darkness - lights,2012-02-21 17:00:00,2012,4,2,21,2,0.708,2,6,6,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,1364,Heavy oil,Toyota,Car,Going ahead,Fatal_Serious,17.0,1,1,0
664,2011160D00591,53.76951700000001,-0.354059,Yorkshire and the Humber,Urban,A,6,30,Single carriageway,Dry,Fine,No,Darkness - lights,2011-02-07 00:02:00,2011,4,2,7,1,0.001,1,2,3,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Commuting to/from work,998,Petrol,Vauxhall,Car,Going ahead,Fatal_Serious,0.0,1,1,0
665,2013460226456,51.279841999999995,0.518586,South East England,Rural,A,7,30,Roundabout,Dry,Fine,No,Daylight,2013-04-21 13:08:00,2013,1,4,21,7,0.547,2,7,1,Roundabout,Entering roundabout,Offside,Other/Not known,1598,Heavy oil,Skoda,Car,Moving off,Slight,13.0,0,0,0
666,201150DE2I029,50.719015,-3.537632,South West England,Rural,A,5,30,Roundabout,Dry,Fine,No,Darkness - lights,2011-03-19 21:05:00,2011,4,3,19,6,0.878,2,4,9,Roundabout,Mid Junction - on roundabout or on main road,Offside,Other/Not known,1984,Petrol,Volvo,Car,Going ahead,Slight,21.0,0,0,0
667,2012471205008,51.159821,-0.14244,South East England,Rural,Motorway,5,70,Dual carriageway,Dry,Unknown,No,Darkness - lighting unknown,2012-09-20 05:55:00,2012,2,9,20,4,0.247,5,6,1,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Journey as part of work,1199,Heavy oil,Volkswagen,Car,Going ahead,Slight,6.0,0,1,0
668,2012072230077,53.399853,-2.594336,North West England,Urban,A,3,40,Dual carriageway,Dry,Fine,No,Daylight,2012-08-14 05:54:00,2012,2,8,14,2,0.246,2,3,4,Crossroads,Mid Junction - on roundabout or on main road,Front,Other/Not known,1560,Heavy oil,Citroen,Car,Turning right,Slight,6.0,0,1,0
669,2012170S13422,54.574261,-1.3362399999999999,North East England,Urban,A,6,30,Single carriageway,Dry,Fine,No,Daylight,2012-12-02 14:30:00,2012,3,12,2,7,0.604,2,4,2,T or staggered junction,Cleared junction or waiting/parked at junction exit,Front,Other/Not known,1956,Heavy oil,Vauxhall,Car,Going ahead,Slight,14.0,0,0,0
670,2010030002282,54.666825,-3.35059,North West England,Rural,Unclassified,5,30,Single carriageway,Dry,Fine,No,Daylight,2010-10-02 12:40:00,2010,3,10,2,6,0.528,2,3,3,Other junction,Mid Junction - on roundabout or on main road,Front,Commuting to/from work,1328,Petrol,Suzuki,Car,Going ahead,Slight,13.0,0,0,0
671,201450BW3K003,50.525507,-4.99214,South West England,Rural,B,9,30,Single carriageway,Dry,Fine,No,Daylight,2014-03-09 16:40:00,2014,4,3,9,7,0.694,2,7,10,T or staggered junction,Approaching junction or waiting/parked at junction approach,Offside,Other/Not known,1798,Petrol,Ford,Car,Parked,Slight,17.0,0,0,0
672,201245GU74699,51.232879,-0.730509,South East England,Urban,C,5,30,Single carriageway,Dry,Fine,No,Darkness - no lights,2012-09-23 22:40:00,2012,3,9,23,7,0.944,1,3,16,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,2496,Heavy oil,Ford,Van,Going ahead,Fatal_Serious,23.0,1,0,0
673,2013350325413,52.576401000000004,-0.22097600000000003,East England,Urban,Unclassified,8,30,Single carriageway,Dry,Fine,No,Daylight,2013-06-19 17:20:00,2013,1,6,19,3,0.722,2,1,7,Private drive or entrance,Leaving main road,Offside,Commuting to/from work,1596,Petrol,BMW,Car,Turning right,Slight,17.0,0,1,0
674,201201EO40071,51.560375,-0.137415,London,Urban,A,4,30,Single carriageway,Dry,Fine,No,Daylight,2012-02-04 12:58:00,2012,4,2,4,6,0.54,2,4,1,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,599,Petrol,Yamaha,Motorcycle,Going ahead,Slight,13.0,0,0,1
675,20124100J0462,51.661974,-0.28999,East England,Rural,Unclassified,7,30,Single carriageway,Dry,Fine,No,Daylight,2012-08-11 16:03:00,2012,2,8,11,6,0.669,2,2,2,Private drive or entrance,Entering main road,Nearside,Other/Not known,1242,Petrol,Fiat,Car,Moving off,Slight,16.0,0,0,0
676,201404CA14128,53.67609100000001,-2.6351400000000003,North West England,Urban,A,2,40,Single carriageway,Dry,Fine,No,Daylight,2014-06-30 16:04:00,2014,2,6,30,1,0.669,2,3,8,Other junction,Entering main road,Front,Other/Not known,1587,Petrol,Citroen,Car,Turning left,Slight,16.0,0,1,0
678,201331D152113,53.002415,-1.2788469999999998,East Midlands,Rural,B,2,30,Roundabout,Dry,Fine,No,Daylight,2013-08-21 16:57:00,2013,2,8,21,3,0.706,2,2,11,Roundabout,Mid Junction - on roundabout or on main road,Back,Other/Not known,2171,Heavy oil,Other,Car,Going ahead,Slight,17.0,0,1,0
679,2010530201018,51.991883,-2.1585669999999997,South West England,Urban,C,2,30,Single carriageway,Wet or damp,Fine,No,Darkness - lights,2010-02-20 18:22:00,2010,4,2,20,6,0.765,2,5,10,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Other/Not known,847,Petrol,Other,Car,U-turn,Slight,18.0,0,0,0
680,201101HT20848,51.533181,-0.041343,London,Urban,B,4,30,Roundabout,Dry,Fine,No,Daylight,2011-11-28 11:15:00,2011,3,11,28,1,0.469,2,4,3,Roundabout,Mid Junction - on roundabout or on main road,Back,Journey as part of work,2198,Heavy oil,Ford,Van,Moving off,Slight,11.0,0,1,0
681,2014350196414,52.457328000000004,0.047550999999999996,East England,Urban,C,5,30,Roundabout,Dry,Fine,No,Daylight,2014-11-02 11:45:00,2014,3,11,2,7,0.49,2,2,10,Roundabout,Approaching junction or waiting/parked at junction approach,Back,Other/Not known,1398,Heavy oil,Peugeot,Car,Waiting to go,Slight,12.0,0,0,0
682,201443N181044,51.606796,-0.639829,South East England,Urban,Unclassified,10,30,Single carriageway,Dry,Fine,Yes,Daylight,2014-04-21 13:39:00,2014,1,4,21,1,0.569,2,4,10,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Other/Not known,1390,Petrol,Volkswagen,Car,Parked,Fatal_Serious,14.0,1,1,0
683,2014440019852,50.851093,-1.7433150000000002,South East England,Rural,A,10,70,Dual carriageway,Wet or damp,Fine,No,Darkness - no lights,2014-01-17 20:59:00,2014,4,1,17,5,0.874,1,3,13,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1900,Heavy oil,Peugeot,Car,Overtaking,Fatal_Serious,21.0,1,1,0
684,2012212003470,52.700876,-2.025569,Wast Midlands,Urban,Unclassified,9,30,Single carriageway,Wet or damp,Raining,No,Daylight,2012-07-06 14:07:00,2012,2,7,6,5,0.588,2,6,3,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,124,Petrol,Yamaha,Motorcycle,Overtaking,Fatal_Serious,14.0,1,1,1
685,201242I232207,51.743303000000004,0.065801,East England,Rural,B,2,40,Single carriageway,Dry,Fine,No,Daylight,2012-07-26 12:25:00,2012,2,7,26,4,0.517,2,1,10,Not at junction or within 20 metres,Not at or within 20 metres of junction,Did not impact,Other/Not known,1299,Petrol,Ford,Car,Going ahead,Slight,12.0,0,1,0
686,201320M007913,52.407277,-1.497808,Wast Midlands,Urban,Unclassified,1,30,Single carriageway,Wet or damp,Unknown,No,Darkness - lights,2013-05-04 04:17:00,2013,1,5,4,6,0.178,1,5,10,Crossroads,Cleared junction or waiting/parked at junction exit,Did not impact,Journey as part of work,2402,Heavy oil,Other,Taxi,U-turn,Fatal_Serious,4.0,1,0,0
687,201337EA69723,52.066018,1.234669,East England,Urban,A,5,30,Single carriageway,Wet or damp,Fine,No,Daylight,2013-02-12 17:00:00,2013,4,2,12,2,0.708,3,6,11,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Journey as part of work,1348,Petrol,Nissan,Car,Waiting to go,Slight,17.0,0,1,0
688,2010070081793,53.36189399999999,-2.741838,North West England,Urban,C,3,30,Roundabout,Wet or damp,Raining,No,Darkness - lights,2010-03-23 22:00:00,2010,1,3,23,2,0.917,2,5,10,Roundabout,Entering roundabout,Front,Other/Not known,1997,Heavy oil,Citroen,Car,Going ahead,Slight,22.0,0,1,0
689,2010460195322,51.418341,0.349994,South East England,Rural,A,2,70,Dual carriageway,Dry,Fine,No,Daylight,2010-12-25 10:49:00,2010,4,12,25,6,0.451,3,3,3,Not at junction or within 20 metres,Not at or within 20 metres of junction,Nearside,Other/Not known,1246,Petrol,Honda,Car,Going ahead,Slight,11.0,0,0,0
690,2010471006420,50.909138,-0.40762800000000005,South East England,Rural,A,8,50,Roundabout,Dry,Fine,No,Daylight,2010-09-18 11:20:00,2010,2,9,18,6,0.472,2,1,14,Roundabout,Entering roundabout,Front,Journey as part of work,998,Petrol,Nissan,Car,Moving off,Slight,11.0,0,0,0
691,2011130098914,53.80910600000001,-1.553341,Yorkshire and the Humber,Urban,A,3,30,Single carriageway,Dry,Fine,No,Daylight,2011-03-01 12:35:00,2011,4,3,1,2,0.524,2,4,11,T or staggered junction,Leaving main road,Nearside,Other/Not known,1598,Petrol,Vauxhall,Car,Turning left,Slight,13.0,0,1,0
692,2010100550910,54.909257,-1.5307950000000001,North East England,Urban,Unclassified,2,30,Single carriageway,Dry,Fine,No,Daylight,2010-09-09 12:54:00,2010,2,9,9,4,0.537,2,1,6,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,49,Petrol,Other,Motorcycle,Overtaking,Slight,13.0,0,1,1
693,2010331000208,52.641476000000004,-1.151669,East Midlands,Urban,Unclassified,1,30,Single carriageway,Frost or ice,Other,No,Daylight,2010-01-11 09:53:00,2010,4,1,11,1,0.412,2,1,5,Roundabout,Approaching junction or waiting/parked at junction approach,Back,Commuting to/from work,1600,Petrol,Volkswagen,Car,Waiting to go,Slight,10.0,0,1,0
694,201401WW50227,51.458659999999995,-0.18273,London,Urban,A,3,30,Single carriageway,Dry,Fine,No,Daylight,2014-03-06 13:30:00,2014,4,3,6,4,0.562,1,5,7,Crossroads,Mid Junction - on roundabout or on main road,Offside,Other/Not known,399,Petrol,Other,Motorcycle,Going ahead,Fatal_Serious,13.0,1,1,1
